smiles,homo,gap,lumo
Cn1c(-c2ccc(-c3ccc(-c4cccc5c(-c6ccc(-c7nc8ccccc8n7C)cc6)cccc45)cc3)cc2)nc2ccccc21,-7.754156283848,4.183,-0.1893368171779
Cc1cc(Oc2ccc(CCl)cc2C#N)ccc1F,-9.08612637066045,4.807,-0.0735251624051
[C-]#[N+]c1ccc([C@@H]2C[C@@H]3O[C@H]2[C@H]2C(O)=C(c4c(C)cc(C)cc4C)C(=O)[C@@H]32)cn1,-8.6680234393672,4.282,0.1247369890692
COc1ccc(-c2nn(-c3ccc(C(=O)c4ccc(C)cc4)cc3)c(=O)c3ccccc23)cc1C,-8.0319301024384,3.856,-0.36759860064045
Cc1ccc(-c2ccc(-c3ccc(C)s3)cc2)s1,-7.3805439671115005,3.946,-0.02087113233335
O=c1c(=O)c2c(-c3ccccc3)cc(-c3ccccc3)c3c2-c2c1nc(-c1ccccc1)nc2c(=O)c3=O,-8.9662602195152,2.364,-2.2592524551613
C1=C(c2ccccc2)CC(c2ccccc2)=N1,-7.674971153352501,3.727,-0.33249591392595
O=C(Cl)c1ccccc1,-10.0247286751901,4.713,-0.5092882825958001
COC(=O)c1cnc(Nc2cnc(C#N)cn2)cc1N[C@H]1CC2CC[C@H](C1)N2C(=O)OC(C)(C)C,-8.60807675810205,4.43,-0.45228043091605
c1ccc(-c2cccc(N3c4c(c5ccccc5c5ccccc45)N(c4cccc(-c5ccccc5)c4)[Si]34N(c3cccc(-c5ccccc5)c3)c3c(c5ccccc5c5ccccc35)N4c3cccc(-c4ccccc4)c3)c2)cc1,-6.894439784578299,3.845,0.23905201766425
CCCCCCCCC(CCCCCC)Cn1c2cc(Br)sc2c2sc(Br)cc21,-7.5838674362051,4.344,0.3179922456943
O=C(S)CCC(=O)S,-10.0508516048381,4.819,0.99139239152665
c1cnc2cscc2n1,-8.660268194627951,3.56,-0.8117972501966499
Fc1cccc2nc3c4ccccc4ccn3c12,-8.0014533511824,4.317,0.11594771169805
c1ccc(-c2cc(Nc3ccc(-c4cccc5c4sc4ccccc45)cc3)cc(-c3ccccc3)c2)cc1,-7.429769362666949,4.343,0.3721429019438
Cc1c(N)cnn1[C@H]1CCN(CC(F)F)C1,-7.922540334537401,5.676,2.0216426409047
Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,-7.1742816684325,4.26,0.6845840250879001
c1ccc(-n2c(-c3ccc4ccccc4c3)cc3c4cccc5c4c4c(cccc4c32)c2cc(-c3ccc4ccccc4c3)n(-c3ccccc3)c25)cc1,-6.791063732773351,3.787,0.11790693142165
CC1=CC(=C2C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2)C=C(C)C1=O,-8.12531957593,2.839,-2.3197705755125004
Cc1c(C=C2C(=O)c3cc(Br)c(Cl)cc3C2=C(C#N)C#N)ccc2c3ncc4c5cnc6c7ccc(C=C8C(=O)c9cc(Br)c(Cl)cc9C8=C(C#N)C#N)c(C)c7n(C)c6c5c(F)c(F)c4c3n(C)c12,-8.2248588224429,2.894,-2.28975641780235
Fc1ccc(S)c(F)c1,-8.60878425411335,5.028,0.89718657648355
Cc1ccc(-c2ccccc2C(F)(F)F)cc1C1=C(O)[C@H]2CC[C@H](C2)C1=O,-8.54734094667045,4.226,0.39644266879345
CC(C)(C)c1ccc(-c2ccc(-c3nc4sc(-c5ccc(-c6ccc(C(C)(C)C)cc6)s5)nc4s3)s2)cc1,-7.1577371463221,3.007,-0.97746016238105
O=Cc1ccc(-c2ccc3ccccc3c2)cc1Cl,-8.391528555874151,3.753,-0.7205030533539001
c1ccc2cc(-n3c4ccccc4c4cc5c(cc43)sc3ccccc35)ccc2c1,-7.51358042862095,4.184,0.15039732517135
CC1=C[Si](C)(C)c2c(C)csc21,-7.8740496463783005,4.344,0.54131608279965
Cc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1ccc1c2sc2c3sc4c(ccc5c(C)c(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc54)c3c3nsnc3c12,-8.04937260025545,2.689,-2.3482336842748
c1ccc(-c2ccc3ccc4ccc5ccccc5c4c3c2)cc1,-7.7744015543252,3.911,-0.0247079376254
OCc1ccccc1,-9.45271815005405,5.42,1.1760216390909
